date,year,month,day,label,vintage,style,country,price,quantity,rate
2021-06-28,2021,6,28,Wine W,2005,Sweet,Portugal,156.82,8,94
2021-10-25,2021,10,25,Wine C,2006,Red,Argentina,201.87,12,78
2021-06-30,2021,6,30,Wine N,1989,White,Portugal,242.64,15,97
2021-10-20,2021,10,20,Wine U,2008,Rose,France,228.72,13,78
2021-03-17,2021,3,17,Wine Y,2017,Orange,Spain,141.54,10,90
2021-05-11,2021,5,11,Wine P,1994,Sparkling,Portugal,174.73,3,91
2021-11-28,2021,11,28,Wine Y,1999,Orange,Italy,166.37,9,78
2021-01-10,2021,1,10,Wine U,2004,Rose,Germany,384.64,5,78
2021-09-09,2021,9,9,Wine M,2019,White,France,208.6,3,90
2021-01-21,2021,1,21,Wine O,1990,White,Portugal,102.63,14,84
2021-04-01,2021,4,1,Wine Y,2007,Orange,Argentina,106.75,1,82
2021-06-17,2021,6,17,Wine P,2013,Sparkling,USA,345.37,3,92
2021-04-05,2021,4,5,Wine Z,2000,Orange,Germany,86.1,6,86
2021-01-08,2021,1,8,Wine T,1999,Rose,Germany,132.24,6,82
2021-07-05,2021,7,5,Wine S,2015,Rose,Germany,557.23,12,77
2021-02-23,2021,2,23,Wine P,2013,Sparkling,Uruguay,459.61,6,96
2021-05-20,2021,5,20,Wine W,2021,Sweet,USA,99.25,11,89
2021-04-05,2021,4,5,Wine U,2003,Rose,Italy,172.56,6,86
2021-12-12,2021,12,12,Wine O,1989,White,USA,440.36,14,90
2021-07-16,2021,7,16,Wine Q,1998,Sparkling,Portugal,248.68,14,82
2021-03-05,2021,3,5,Wine E,2012,Red,Uruguay,129.5,5,90
2021-02-27,2021,2,27,Wine T,1996,Rose,Brazil,85.91,14,98
2021-11-02,2021,11,2,Wine J,2006,Red,USA,75.73,1,97
2021-06-16,2021,6,16,Wine S,1995,Rose,Germany,361.28,5,93
2021-03-11,2021,3,11,Wine U,2018,Rose,Chile,331.09,3,84
2021-04-02,2021,4,2,Wine V,2012,Sweet,Uruguay,149.23,12,89
2021-01-18,2021,1,18,Wine C,1999,Red,France,351.66,15,82
2021-12-13,2021,12,13,Wine A,1986,Red,Chile,179.3,9,83
2021-02-20,2021,2,20,Wine Q,1998,Sparkling,Argentina,321.64,8,84
2021-04-02,2021,4,2,Wine T,1995,Rose,USA,132.28,1,98
2021-11-03,2021,11,3,Wine E,1982,Red,Argentina,58.55,4,92
2021-10-13,2021,10,13,Wine Y,2005,Orange,Brazil,156.57,10,76
2021-01-25,2021,1,25,Wine K,1988,White,Uruguay,415.83,10,84
2021-08-29,2021,8,29,Wine M,2006,White,Spain,136.69,15,80
2021-07-03,2021,7,3,Wine K,2016,White,Chile,78.03,15,100
2021-05-28,2021,5,28,Wine R,2001,Sparkling,Germany,290.62,1,90
2021-09-21,2021,9,21,Wine P,2012,Sparkling,Uruguay,142.2,2,88
2021-10-08,2021,10,8,Wine Y,2004,Orange,Spain,177.9,11,80
2021-02-06,2021,2,6,Wine P,1998,Sparkling,Argentina,366.41,13,99
2021-07-29,2021,7,29,Wine Z,1992,Orange,Italy,119.02,11,96
2021-01-16,2021,1,16,Wine R,2001,Sparkling,Portugal,123.38,7,93
2021-11-05,2021,11,5,Wine Y,1999,Orange,Chile,389.13,6,96
2021-01-16,2021,1,16,Wine P,1989,Sparkling,Spain,221.13,5,96
2021-01-18,2021,1,18,Wine Y,1998,Orange,Uruguay,341.63,8,85
2021-01-18,2021,1,18,Wine E,1988,Red,Brazil,169.17,9,84
2021-06-05,2021,6,5,Wine T,1984,Rose,Spain,273.29,1,76
2021-08-03,2021,8,3,Wine Q,2007,Sparkling,Uruguay,365.06,9,96
2021-04-07,2021,4,7,Wine O,1985,White,Italy,97.76,7,87
2021-11-25,2021,11,25,Wine Z,1989,Orange,Chile,336.29,11,79
2021-11-29,2021,11,29,Wine P,2013,Sparkling,Germany,79.03,5,84
2021-03-23,2021,3,23,Wine I,1984,Red,Chile,200.0,11,94
2021-07-19,2021,7,19,Wine P,2015,Sparkling,Chile,257.55,9,86
2021-12-26,2021,12,26,Wine L,2001,White,Uruguay,162.77,15,82
2021-02-25,2021,2,25,Wine T,2021,Rose,USA,64.33,5,81
2021-04-09,2021,4,9,Wine X,2008,Sweet,Italy,206.67,3,78
2021-06-15,2021,6,15,Wine Z,1995,Orange,Italy,184.42,2,86
2021-04-29,2021,4,29,Wine P,1982,Sparkling,Argentina,283.8,2,86
2021-03-02,2021,3,2,Wine Q,1994,Sparkling,Argentina,101.11,4,90
2021-11-04,2021,11,4,Wine S,2003,Rose,Italy,113.64,9,88
2021-01-26,2021,1,26,Wine V,1984,Sweet,USA,157.72,7,82
2021-01-04,2021,1,4,Wine P,1984,Sparkling,Uruguay,159.26,1,95
2021-12-28,2021,12,28,Wine P,2014,Sparkling,Italy,52.78,3,80
2021-07-09,2021,7,9,Wine Q,2014,Sparkling,Uruguay,234.23,13,100
2021-01-15,2021,1,15,Wine S,2007,Rose,Italy,475.76,11,77
2021-04-17,2021,4,17,Wine Z,1996,Orange,USA,64.71,11,99
2021-05-01,2021,5,1,Wine T,2017,Rose,Spain,170.71,2,85
2021-03-06,2021,3,6,Wine N,2014,White,Spain,158.41,12,88
2021-12-26,2021,12,26,Wine T,2019,Rose,Argentina,136.81,5,95
2021-07-28,2021,7,28,Wine V,2000,Sweet,Uruguay,414.12,7,96
2021-11-11,2021,11,11,Wine X,2003,Sweet,Italy,166.49,13,98
2021-08-05,2021,8,5,Wine F,2013,Red,Germany,290.8,10,80
2021-03-28,2021,3,28,Wine H,2018,Red,Uruguay,209.41,1,84
2021-02-15,2021,2,15,Wine V,1997,Sweet,Portugal,108.82,14,80
2021-09-29,2021,9,29,Wine U,1985,Rose,Germany,313.11,5,88
2021-07-01,2021,7,1,Wine Y,2016,Orange,Uruguay,203.87,3,93
2021-01-18,2021,1,18,Wine Y,1998,Orange,USA,82.52,6,98
2021-06-13,2021,6,13,Wine S,2017,Rose,Brazil,80.81,6,80
2021-06-03,2021,6,3,Wine Q,2006,Sparkling,USA,234.09,11,98
2021-10-22,2021,10,22,Wine S,1992,Rose,Uruguay,250.86,11,77
2021-11-02,2021,11,2,Wine Q,2010,Sparkling,France,62.18,11,78
2021-05-09,2021,5,9,Wine U,1994,Rose,Germany,378.62,15,98
2021-05-18,2021,5,18,Wine Z,1997,Orange,Brazil,375.64,9,85
2021-05-04,2021,5,4,Wine B,1988,Red,Portugal,522.07,2,81
2021-04-12,2021,4,12,Wine L,1984,White,Uruguay,88.99,5,85
2021-09-18,2021,9,18,Wine J,1985,Red,Chile,214.61,3,90
2021-03-30,2021,3,30,Wine X,2000,Sweet,Argentina,417.49,15,80
2021-10-06,2021,10,6,Wine K,1997,White,Germany,460.12,5,90
2021-09-03,2021,9,3,Wine N,2004,White,Italy,137.12,10,87
2021-08-15,2021,8,15,Wine P,1985,Sparkling,Uruguay,190.09,3,78
2021-11-15,2021,11,15,Wine X,2007,Sweet,Germany,124.36,1,94
2021-02-24,2021,2,24,Wine Q,2003,Sparkling,Chile,145.75,8,96
2021-03-14,2021,3,14,Wine K,2002,White,Brazil,454.35,6,91
2021-01-25,2021,1,25,Wine Z,2002,Orange,Portugal,340.21,8,80
2021-07-29,2021,7,29,Wine L,1994,White,Argentina,247.06,8,97
2021-08-30,2021,8,30,Wine K,2011,White,Germany,166.19,3,77
2021-02-05,2021,2,5,Wine T,2001,Rose,Germany,159.12,15,83
2021-09-07,2021,9,7,Wine T,1989,Rose,Brazil,182.78,3,77
2021-11-02,2021,11,2,Wine R,2014,Sparkling,Germany,198.71,12,83
2021-08-11,2021,8,11,Wine Q,1997,Sparkling,Argentina,183.31,9,96
2021-11-24,2021,11,24,Wine H,2001,Red,Germany,426.74,2,90
2021-09-20,2021,9,20,Wine Y,2019,Orange,Portugal,381.52,8,82
2021-05-29,2021,5,29,Wine S,2017,Rose,Portugal,163.55,5,99
2021-01-09,2021,1,9,Wine J,1996,Red,USA,148.71,9,96
2021-02-15,2021,2,15,Wine X,2019,Sweet,Uruguay,169.9,1,78
2021-09-10,2021,9,10,Wine T,1985,Rose,Italy,426.06,6,93
2021-01-26,2021,1,26,Wine T,2011,Rose,Italy,65.04,12,88
2021-05-26,2021,5,26,Wine H,1984,Red,Argentina,242.29,4,100
2021-02-15,2021,2,15,Wine P,2018,Sparkling,Portugal,85.13,1,78
2021-07-21,2021,7,21,Wine W,1988,Sweet,Chile,73.74,1,90
2021-09-18,2021,9,18,Wine K,2020,White,Spain,68.39,6,97
2021-06-01,2021,6,1,Wine H,1985,Red,Argentina,197.73,1,86
2021-09-14,2021,9,14,Wine V,2001,Sweet,Argentina,65.18,15,81
2021-09-13,2021,9,13,Wine N,2009,White,Italy,131.94,14,80
2021-08-16,2021,8,16,Wine T,1996,Rose,Italy,145.14,9,96
2021-09-22,2021,9,22,Wine Y,2017,Orange,France,185.44,14,89
2021-06-01,2021,6,1,Wine O,2021,White,USA,92.97,8,85
2021-12-26,2021,12,26,Wine H,2009,Red,Brazil,53.88,7,88
2021-11-24,2021,11,24,Wine N,1982,White,Germany,129.88,13,75
2021-03-17,2021,3,17,Wine W,1982,Sweet,Chile,169.63,15,82
2021-05-30,2021,5,30,Wine E,1998,Red,Argentina,270.24,10,77
2021-08-25,2021,8,25,Wine T,2016,Rose,Italy,259.01,10,100
2021-03-28,2021,3,28,Wine W,1983,Sweet,Argentina,73.26,12,94
2021-05-07,2021,5,7,Wine E,1992,Red,USA,468.67,1,100
2021-02-04,2021,2,4,Wine U,2017,Rose,Chile,386.37,5,87
2021-11-21,2021,11,21,Wine M,2014,White,Germany,325.61,10,94
2021-06-04,2021,6,4,Wine Z,2002,Orange,Portugal,252.65,1,94
2021-09-28,2021,9,28,Wine U,2006,Rose,Chile,63.59,3,75
2021-05-07,2021,5,7,Wine E,2018,Red,Italy,214.55,2,77
2021-11-25,2021,11,25,Wine Y,2001,Orange,Argentina,269.63,9,100
2021-05-06,2021,5,6,Wine K,2015,White,Chile,57.59,6,84
2021-09-07,2021,9,7,Wine M,2001,White,Argentina,127.28,15,80
2021-07-18,2021,7,18,Wine U,1986,Rose,Italy,78.97,6,78
2021-05-29,2021,5,29,Wine O,2019,White,France,185.12,6,84
2021-10-15,2021,10,15,Wine P,1986,Sparkling,Uruguay,332.7,10,80
2021-01-12,2021,1,12,Wine U,1990,Rose,Spain,188.89,2,93
2021-05-26,2021,5,26,Wine P,1988,Sparkling,Brazil,505.0,12,91
2021-12-10,2021,12,10,Wine Z,1987,Orange,Portugal,221.79,8,93
2021-02-08,2021,2,8,Wine V,1991,Sweet,Uruguay,88.12,14,89
2021-05-25,2021,5,25,Wine R,2021,Sparkling,Spain,66.89,5,98
2021-10-11,2021,10,11,Wine R,2006,Sparkling,Germany,213.86,13,79
2021-06-20,2021,6,20,Wine T,2018,Rose,Spain,255.89,9,87
2021-05-12,2021,5,12,Wine M,2017,White,USA,340.31,8,91
2021-05-30,2021,5,30,Wine R,2018,Sparkling,USA,257.05,8,92
2021-03-31,2021,3,31,Wine T,2014,Rose,Spain,233.28,2,77
2021-10-19,2021,10,19,Wine L,1988,White,Italy,231.95,4,86
2021-10-11,2021,10,11,Wine Y,1996,Orange,USA,442.24,15,90
2021-06-10,2021,6,10,Wine B,1986,Red,Italy,91.47,2,94
2021-05-31,2021,5,31,Wine S,1993,Rose,Brazil,187.73,14,78
2021-01-25,2021,1,25,Wine Z,2001,Orange,Brazil,405.14,4,94
2021-07-21,2021,7,21,Wine R,2003,Sparkling,Germany,197.52,12,97
2021-03-08,2021,3,8,Wine R,2003,Sparkling,Argentina,180.17,13,76
2021-12-15,2021,12,15,Wine O,2007,White,Chile,326.93,9,93
2021-03-06,2021,3,6,Wine P,2012,Sparkling,Portugal,273.56,14,85
2021-04-06,2021,4,6,Wine E,1985,Red,Brazil,301.83,13,77
2021-02-28,2021,2,28,Wine P,2017,Sparkling,France,376.79,10,99
2021-03-02,2021,3,2,Wine B,2018,Red,Italy,163.61,6,79
2021-05-27,2021,5,27,Wine K,1989,White,France,319.36,1,78
2021-06-11,2021,6,11,Wine F,2016,Red,France,66.88,9,76
2021-03-23,2021,3,23,Wine Y,2011,Orange,Portugal,270.1,3,91
2021-12-01,2021,12,1,Wine T,2011,Rose,USA,150.53,7,99
2021-06-15,2021,6,15,Wine Q,2009,Sparkling,Portugal,101.61,6,86
2021-12-26,2021,12,26,Wine Z,1998,Orange,Italy,416.06,14,86
2021-11-19,2021,11,19,Wine Y,2004,Orange,Uruguay,56.95,11,95
2021-10-08,2021,10,8,Wine J,2019,Red,Uruguay,678.82,11,89
2021-03-24,2021,3,24,Wine N,2004,White,Italy,58.36,7,97
2021-02-18,2021,2,18,Wine P,1991,Sparkling,Italy,341.94,4,76
2021-07-30,2021,7,30,Wine I,2008,Red,Uruguay,436.36,1,95
2021-04-30,2021,4,30,Wine K,1998,White,Italy,236.71,6,100
2021-04-24,2021,4,24,Wine S,1988,Rose,France,258.75,6,81
2021-06-21,2021,6,21,Wine R,2007,Sparkling,Spain,287.59,4,75
2021-07-03,2021,7,3,Wine O,2011,White,Argentina,184.54,11,96
2021-12-24,2021,12,24,Wine U,1995,Rose,USA,137.95,11,90
2021-10-28,2021,10,28,Wine Z,2009,Orange,USA,89.02,14,90
2021-05-31,2021,5,31,Wine T,1987,Rose,Argentina,51.67,8,82
2021-04-18,2021,4,18,Wine R,2004,Sparkling,Italy,114.64,1,95
2021-12-18,2021,12,18,Wine H,2020,Red,Germany,265.61,2,81
2021-02-22,2021,2,22,Wine S,1989,Rose,Chile,214.91,4,79
2021-11-14,2021,11,14,Wine C,1983,Red,France,99.23,7,94
2021-04-16,2021,4,16,Wine Z,2019,Orange,Chile,73.15,7,86
2021-03-24,2021,3,24,Wine W,2006,Sweet,Argentina,229.6,15,86
2021-06-09,2021,6,9,Wine Y,2011,Orange,Portugal,149.43,7,83
2021-01-16,2021,1,16,Wine B,1993,Red,Germany,473.79,5,98
2021-06-22,2021,6,22,Wine T,2012,Rose,Spain,114.92,11,75
2021-08-15,2021,8,15,Wine L,2019,White,Portugal,91.27,8,79
2021-06-12,2021,6,12,Wine N,1995,White,Spain,189.18,11,91
2021-06-20,2021,6,20,Wine S,1983,Rose,Argentina,221.74,1,98
2021-11-22,2021,11,22,Wine Y,2005,Orange,USA,353.74,1,75
2021-11-02,2021,11,2,Wine Y,2010,Orange,Portugal,286.9,7,95
2021-08-27,2021,8,27,Wine L,2021,White,Germany,163.19,8,87
2021-05-12,2021,5,12,Wine W,1983,Sweet,France,310.91,15,82
2021-07-30,2021,7,30,Wine X,1993,Sweet,Italy,103.58,15,86
2021-08-09,2021,8,9,Wine W,2006,Sweet,Spain,138.03,4,81
2021-03-06,2021,3,6,Wine H,2007,Red,Spain,87.84,2,85
2021-08-08,2021,8,8,Wine I,1997,Red,Argentina,75.8,10,83
2021-11-24,2021,11,24,Wine K,2017,White,Germany,284.5,10,93
2021-07-04,2021,7,4,Wine Z,2007,Orange,Germany,195.01,4,95
2021-05-06,2021,5,6,Wine O,2003,White,Argentina,195.93,5,78
2021-02-26,2021,2,26,Wine M,1993,White,Uruguay,78.2,9,98
2021-07-19,2021,7,19,Wine Y,2000,Orange,Spain,67.52,7,91
2021-03-19,2021,3,19,Wine U,1983,Rose,France,356.01,6,94
2021-09-30,2021,9,30,Wine P,1987,Sparkling,Germany,201.61,2,78
2021-10-23,2021,10,23,Wine W,2014,Sweet,Brazil,198.16,3,88
2021-03-03,2021,3,3,Wine A,2002,Red,Italy,422.01,5,84
2021-09-22,2021,9,22,Wine V,2020,Sweet,Brazil,351.23,11,94
2021-11-05,2021,11,5,Wine T,1984,Rose,Germany,75.2,8,95
2021-07-12,2021,7,12,Wine N,2019,White,Uruguay,159.71,1,76
2021-09-10,2021,9,10,Wine H,1986,Red,Chile,371.48,9,82
2021-08-29,2021,8,29,Wine R,1997,Sparkling,Italy,170.9,10,91
2021-05-04,2021,5,4,Wine P,1984,Sparkling,Uruguay,64.91,3,87
2021-03-17,2021,3,17,Wine Y,1995,Orange,Italy,59.51,4,76
2021-01-18,2021,1,18,Wine H,1998,Red,Brazil,293.35,3,90
2021-06-18,2021,6,18,Wine P,1990,Sparkling,Italy,124.61,11,87
2021-03-23,2021,3,23,Wine W,2019,Sweet,Spain,63.73,9,99
2021-12-02,2021,12,2,Wine W,1982,Sweet,Germany,201.72,9,85
2021-11-04,2021,11,4,Wine H,1990,Red,Chile,384.23,2,75
2021-05-18,2021,5,18,Wine K,2020,White,Chile,133.56,9,92
2021-07-20,2021,7,20,Wine T,1988,Rose,Argentina,112.66,4,83
2021-11-16,2021,11,16,Wine Y,1999,Orange,USA,172.18,6,83
2021-04-04,2021,4,4,Wine V,1982,Sweet,USA,206.36,15,99
2021-06-09,2021,6,9,Wine M,2018,White,Chile,207.93,6,90
2021-01-03,2021,1,3,Wine O,1985,White,Argentina,247.96,3,86
2021-05-05,2021,5,5,Wine Y,1996,Orange,Spain,74.16,4,85
2021-06-02,2021,6,2,Wine H,2019,Red,Chile,238.08,11,77
2021-03-04,2021,3,4,Wine R,1993,Sparkling,Germany,102.92,14,90
2021-05-26,2021,5,26,Wine Q,2015,Sparkling,Spain,219.32,7,77
2021-08-03,2021,8,3,Wine R,1987,Sparkling,Italy,305.08,2,93
2021-12-01,2021,12,1,Wine R,2016,Sparkling,France,120.42,12,93
2021-05-11,2021,5,11,Wine I,1996,Red,Portugal,98.58,13,95
2021-11-19,2021,11,19,Wine W,1985,Sweet,Chile,94.79,13,75
2021-10-19,2021,10,19,Wine P,2002,Sparkling,Brazil,83.12,6,96
2021-05-28,2021,5,28,Wine T,2002,Rose,Spain,225.77,12,82
2021-03-11,2021,3,11,Wine S,2005,Rose,USA,107.23,6,93
2021-11-26,2021,11,26,Wine R,1985,Sparkling,Chile,502.22,3,82
2021-06-22,2021,6,22,Wine N,2014,White,Uruguay,114.34,10,89
2021-11-29,2021,11,29,Wine L,1984,White,Spain,168.57,9,80
2021-10-11,2021,10,11,Wine W,2017,Sweet,France,68.93,7,91
2021-03-03,2021,3,3,Wine S,1995,Rose,Uruguay,310.1,5,87
2021-04-12,2021,4,12,Wine Y,1991,Orange,Brazil,270.15,7,78
2021-01-27,2021,1,27,Wine N,1984,White,Uruguay,66.96,14,87
2021-04-24,2021,4,24,Wine V,1984,Sweet,Portugal,77.42,11,90
2021-03-13,2021,3,13,Wine U,1982,Rose,Portugal,144.44,14,78
2021-07-27,2021,7,27,Wine Q,2006,Sparkling,Uruguay,54.06,1,83
2021-05-04,2021,5,4,Wine Y,1992,Orange,Chile,137.04,2,77
2021-02-05,2021,2,5,Wine F,2013,Red,Spain,80.48,7,83
2021-12-10,2021,12,10,Wine Q,1995,Sparkling,Chile,281.81,4,100
2021-06-16,2021,6,16,Wine T,1995,Rose,Argentina,321.31,2,77
2021-05-22,2021,5,22,Wine P,1998,Sparkling,Chile,561.57,1,95
2021-10-31,2021,10,31,Wine B,1994,Red,Portugal,132.66,9,86
2021-07-24,2021,7,24,Wine P,2000,Sparkling,Uruguay,382.96,6,84
2021-11-28,2021,11,28,Wine U,1995,Rose,USA,334.15,5,95
2021-09-21,2021,9,21,Wine Y,2001,Orange,USA,103.21,2,88
2021-10-10,2021,10,10,Wine Z,1989,Orange,Germany,444.0,10,76
2021-07-31,2021,7,31,Wine Z,1989,Orange,Brazil,331.57,1,97
2021-06-05,2021,6,5,Wine Z,2000,Orange,Portugal,317.78,3,85
2021-05-08,2021,5,8,Wine Q,2019,Sparkling,France,95.56,2,93
2021-10-25,2021,10,25,Wine W,2003,Sweet,Uruguay,286.06,1,98
2021-02-27,2021,2,27,Wine U,1990,Rose,Germany,109.08,15,77
2021-07-05,2021,7,5,Wine C,2012,Red,Portugal,105.95,11,94
2021-12-27,2021,12,27,Wine E,2015,Red,Italy,100.58,9,75
2021-02-12,2021,2,12,Wine L,2017,White,Italy,89.72,14,93
2021-03-01,2021,3,1,Wine W,2020,Sweet,Brazil,165.55,13,88
2021-12-18,2021,12,18,Wine K,2019,White,Uruguay,115.54,5,86
2021-01-06,2021,1,6,Wine W,1999,Sweet,Germany,76.2,13,79
2021-09-05,2021,9,5,Wine R,2020,Sparkling,Uruguay,142.99,5,85
2021-01-21,2021,1,21,Wine F,2016,Red,Argentina,54.06,15,92
2021-05-09,2021,5,9,Wine S,1991,Rose,Spain,197.33,7,95
2021-09-28,2021,9,28,Wine C,2019,Red,Spain,440.84,7,79
2021-09-12,2021,9,12,Wine X,2005,Sweet,Brazil,299.14,5,88
2021-06-27,2021,6,27,Wine Y,2008,Orange,France,154.58,4,86
2021-05-02,2021,5,2,Wine O,2021,White,France,232.0,4,91
2021-10-25,2021,10,25,Wine G,2018,Red,Uruguay,84.69,14,89
2021-10-06,2021,10,6,Wine S,2021,Rose,Uruguay,158.52,4,77
2021-11-03,2021,11,3,Wine M,2015,White,Brazil,186.3,12,100
2021-03-27,2021,3,27,Wine Y,2004,Orange,France,79.47,3,78
2021-11-30,2021,11,30,Wine Y,2002,Orange,France,355.36,13,83
2021-10-21,2021,10,21,Wine Q,1992,Sparkling,Spain,209.41,10,85
2021-12-10,2021,12,10,Wine K,1984,White,France,176.66,4,95
2021-02-16,2021,2,16,Wine Z,2013,Orange,Germany,80.9,14,85
2021-02-17,2021,2,17,Wine S,1990,Rose,USA,104.58,10,82
2021-11-18,2021,11,18,Wine V,1986,Sweet,USA,121.56,10,89
2021-07-27,2021,7,27,Wine V,1991,Sweet,Brazil,71.49,12,82
2021-02-05,2021,2,5,Wine X,1990,Sweet,Spain,259.27,15,89
2021-10-10,2021,10,10,Wine R,2020,Sparkling,Germany,295.09,14,87
2021-02-09,2021,2,9,Wine W,2011,Sweet,France,430.43,12,79
2021-01-30,2021,1,30,Wine A,2017,Red,Chile,454.16,13,90
2021-11-02,2021,11,2,Wine T,1989,Rose,Argentina,60.34,5,91
2021-03-12,2021,3,12,Wine Y,2003,Orange,Uruguay,250.02,13,97
2021-09-30,2021,9,30,Wine M,2021,White,Brazil,166.67,12,91
2021-06-21,2021,6,21,Wine Q,1986,Sparkling,France,120.84,9,100
2021-09-16,2021,9,16,Wine G,1994,Red,Argentina,124.97,1,100
2021-03-27,2021,3,27,Wine O,1996,White,USA,319.49,14,80
2021-03-12,2021,3,12,Wine Y,2017,Orange,Argentina,103.35,12,81
2021-08-17,2021,8,17,Wine O,2004,White,Argentina,383.56,4,77
2021-01-25,2021,1,25,Wine Z,1995,Orange,France,354.15,15,99
2021-12-26,2021,12,26,Wine K,1999,White,Spain,164.01,3,75
2021-07-28,2021,7,28,Wine K,2019,White,France,159.39,4,87
2021-09-26,2021,9,26,Wine V,1999,Sweet,Portugal,73.89,13,93
2021-09-23,2021,9,23,Wine H,2003,Red,Germany,223.89,15,97
2021-02-17,2021,2,17,Wine V,2004,Sweet,France,137.93,3,86
2021-08-28,2021,8,28,Wine S,1988,Rose,Argentina,354.89,15,94
2021-06-10,2021,6,10,Wine R,1982,Sparkling,Spain,346.03,5,76
2021-04-09,2021,4,9,Wine Y,2013,Orange,Argentina,438.91,12,75
2021-08-11,2021,8,11,Wine T,1998,Rose,France,117.15,4,84
2021-05-24,2021,5,24,Wine Y,1992,Orange,Argentina,437.77,7,78
2021-11-02,2021,11,2,Wine Z,1991,Orange,Chile,90.65,14,93
2021-06-01,2021,6,1,Wine P,1986,Sparkling,Uruguay,81.96,8,82
2021-05-30,2021,5,30,Wine Y,1982,Orange,Brazil,174.83,5,86
2021-01-11,2021,1,11,Wine O,1996,White,Uruguay,456.35,1,83
2021-01-22,2021,1,22,Wine Y,2003,Orange,France,320.96,13,87
2021-10-27,2021,10,27,Wine X,1993,Sweet,France,53.96,15,76
2021-11-19,2021,11,19,Wine K,2020,White,France,621.7,1,91
2021-07-24,2021,7,24,Wine Y,1988,Orange,Spain,349.42,10,94
2021-10-18,2021,10,18,Wine R,2002,Sparkling,Portugal,152.31,4,99
2021-09-09,2021,9,9,Wine Y,1994,Orange,Germany,84.16,8,94
2021-02-10,2021,2,10,Wine Z,2015,Orange,Brazil,60.12,2,80
2021-02-05,2021,2,5,Wine L,2011,White,Germany,260.15,2,81
2021-09-15,2021,9,15,Wine G,1989,Red,Chile,230.44,1,90
2021-04-28,2021,4,28,Wine V,2000,Sweet,Brazil,138.44,1,87
2021-06-02,2021,6,2,Wine S,1987,Rose,USA,105.0,9,79
2021-11-08,2021,11,8,Wine I,1983,Red,USA,400.43,4,91
2021-03-28,2021,3,28,Wine S,2007,Rose,Brazil,246.03,14,87
2021-05-25,2021,5,25,Wine N,2011,White,Argentina,57.23,7,99
2021-11-29,2021,11,29,Wine V,2010,Sweet,Uruguay,91.76,3,80
2021-05-02,2021,5,2,Wine U,2021,Rose,Argentina,104.96,5,88
2021-08-25,2021,8,25,Wine Q,1996,Sparkling,Spain,447.37,13,85
2021-07-10,2021,7,10,Wine W,1983,Sweet,Brazil,228.33,5,84
2021-03-19,2021,3,19,Wine N,2005,White,Chile,286.11,3,79
2021-05-17,2021,5,17,Wine N,2003,White,Portugal,157.99,9,78
2021-10-06,2021,10,6,Wine Z,1988,Orange,USA,542.95,13,92
2021-11-29,2021,11,29,Wine V,1986,Sweet,France,182.41,9,86
2021-11-11,2021,11,11,Wine N,2002,White,Brazil,191.96,5,76
2021-01-12,2021,1,12,Wine E,2019,Red,Uruguay,61.96,4,80
2021-07-13,2021,7,13,Wine E,1999,Red,USA,267.81,9,81
2021-11-11,2021,11,11,Wine W,1992,Sweet,Germany,232.23,10,75
2021-10-11,2021,10,11,Wine V,2009,Sweet,Chile,495.01,9,76
2021-05-04,2021,5,4,Wine J,2021,Red,Portugal,569.77,15,95
2021-01-27,2021,1,27,Wine Y,1982,Orange,Uruguay,481.44,10,97
2021-09-16,2021,9,16,Wine T,2021,Rose,Italy,137.41,9,96
2021-03-07,2021,3,7,Wine Z,2018,Orange,Brazil,103.49,5,85
2021-08-28,2021,8,28,Wine H,2017,Red,Argentina,139.03,8,90
2021-01-01,2021,1,1,Wine U,1991,Rose,France,157.38,13,77
2021-10-01,2021,10,1,Wine Y,1985,Orange,France,100.76,14,87
2021-12-10,2021,12,10,Wine R,2021,Sparkling,Portugal,162.66,9,88
2021-02-14,2021,2,14,Wine Q,2012,Sparkling,Argentina,96.68,11,93
2021-05-18,2021,5,18,Wine R,1994,Sparkling,Brazil,74.45,9,85
2021-06-27,2021,6,27,Wine X,2003,Sweet,Chile,71.27,3,98
2021-05-21,2021,5,21,Wine P,2012,Sparkling,Germany,183.22,15,85
2021-04-12,2021,4,12,Wine F,1999,Red,Italy,340.17,11,98
2021-08-22,2021,8,22,Wine P,2003,Sparkling,Spain,98.17,14,83
2021-11-15,2021,11,15,Wine Y,1988,Orange,Chile,235.43,1,83
2021-05-04,2021,5,4,Wine Q,1997,Sparkling,USA,272.01,11,99
2021-01-23,2021,1,23,Wine X,2003,Sweet,Chile,55.92,13,76
2021-12-05,2021,12,5,Wine I,2006,Red,Italy,86.33,12,90
2021-01-02,2021,1,2,Wine B,1985,Red,Brazil,770.77,9,88
2021-08-29,2021,8,29,Wine K,1993,White,USA,72.55,6,76
2021-08-21,2021,8,21,Wine Y,1998,Orange,France,210.66,12,88
2021-11-30,2021,11,30,Wine Z,2004,Orange,Spain,266.42,9,95
2021-11-14,2021,11,14,Wine W,2008,Sweet,Germany,255.45,1,97
2021-07-04,2021,7,4,Wine K,2007,White,Spain,153.07,1,93
2021-05-10,2021,5,10,Wine R,2015,Sparkling,Brazil,72.73,15,100
2021-02-09,2021,2,9,Wine V,1984,Sweet,USA,83.47,7,77
2021-12-15,2021,12,15,Wine M,2001,White,Portugal,394.27,9,77
2021-04-24,2021,4,24,Wine Q,2008,Sparkling,France,75.05,1,97
